0,1,2,3,4,5,6,7,8,9,10,11
1.0,0.6284489486380427,0.7946605518158623,0.5749188878876441,0.5736286066939502,0.7072180634012107,0.5619059920706106,0.5282715806418372,0.5953569384742595,0.3641935044293644,0.4754276452838695,0.3980090719664614
0.6284489486380427,1.0,0.576104842389219,0.7946181013515042,0.7931771883142692,0.5342093096861076,0.7743079681041387,0.7131655115688172,0.8534110405541238,0.4858061362719519,0.3686770524055264,0.5261395127570604
0.7946605518158623,0.576104842389219,1.0,0.6284751081887832,0.6273786629617844,0.794695439476775,0.6155853485487937,0.48936595058069055,0.549093737528435,0.40047548428122126,0.5205501161657796,0.43610302702244785
0.5749188878876441,0.7946181013515042,0.6284751081887832,1.0,0.9846539562775234,0.5828955689110119,0.9170578634000905,0.6531155382898071,0.7526622561296146,0.5322237273421088,0.4051512372857665,0.576137065046175
0.5736286066939502,0.7931771883142692,0.6273786629617844,0.9846539562775234,1.0,0.5839526162953421,0.9315692098391213,0.6573188736110944,0.756665303120816,0.536866210208992,0.4078585552634528,0.5801341510289705
0.7072180634012107,0.5342093096861076,0.794695439476775,0.5828955689110119,0.5839526162953421,1.0,0.5829727224962361,0.4648654568002254,0.519135486620934,0.384264471648475,0.5792160172196208,0.41521986293419577
0.5619059920706106,0.7743079681041387,0.6155853485487937,0.9170578634000905,0.9315692098391213,0.5829727224962361,1.0,0.6688597293088328,0.7641269917406951,0.5544097914258996,0.41726998519965175,0.5926377081726193
0.5282715806418372,0.7131655115688172,0.48936595058069055,0.6531155382898071,0.6573188736110944,0.4648654568002254,0.6688597293088328,1.0,0.7469330029381342,0.46271594483402034,0.34039907382136736,0.48900471738346907
0.5953569384742595,0.8534110405541238,0.549093737528435,0.7526622561296146,0.756665303120816,0.519135486620934,0.7641269917406951,0.7469330029381342,1.0,0.5118517385726551,0.3825298950784306,0.5356815318603556
0.3641935044293644,0.4858061362719519,0.40047548428122126,0.5322237273421088,0.536866210208992,0.384264471648475,0.5544097914258996,0.46271594483402034,0.5118517385726551,1.0,0.5495828452962402,0.8245148847905138
0.4754276452838695,0.3686770524055264,0.5205501161657796,0.4051512372857665,0.4078585552634528,0.5792160172196208,0.41726998519965175,0.34039907382136736,0.3825298950784306,0.5495828452962402,1.0,0.5794271785495788
0.3980090719664614,0.5261395127570604,0.43610302702244785,0.576137065046175,0.5801341510289705,0.41521986293419577,0.5926377081726193,0.48900471738346907,0.5356815318603556,0.8245148847905138,0.5794271785495788,1.0
