0,1,2,3,4,5,6,7,8,9,10,11
0.0634,0.042812459055241045,0.06279779556898868,0.04445361174935774,0.02603856886293009,0.054596135180816914,0.029508893213917115,0.03659736490584198,0.03991583014825821,0.02574186055349029,0.027611174246086456,0.024568284702555766
0.042812459055241045,0.0732,0.04891873088201632,0.06601913669344099,0.03868721227816507,0.044312976193997176,0.04369320450135206,0.053087688121027314,0.06148043266142816,0.036896200478911914,0.023006866015070297,0.03489745009016506
0.06279779556898868,0.04891873088201632,0.0985,0.06057062333334144,0.03549682749979942,0.07646853373565943,0.040294986855011934,0.04225711111748324,0.04588679481999943,0.0352823220032934,0.037682219856470384,0.03355401175980412
0.04445361174935774,0.06601913669344099,0.06057062333334144,0.0943,0.054510624440290326,0.054879548162633886,0.05873503257668323,0.05518153819094211,0.06154306223619077,0.045878920138107376,0.028696493477273155,0.043372943678103924
0.02603856886293009,0.03868721227816507,0.03549682749979942,0.054510624440290326,0.0325,0.03227626078759473,0.03502687841084761,0.03260361248350529,0.036321904978909525,0.027168825225760643,0.016959266826860494,0.02563936993236322
0.054596135180816914,0.044312976193997176,0.07646853373565943,0.054879548162633886,0.03227626078759473,0.094,0.03727835928617621,0.03921381922337348,0.0423806644557459,0.03307175696865102,0.04096003376432304,0.031208959063520954
0.029508893213917115,0.04369320450135206,0.040294986855011934,0.05873503257668323,0.03502687841084761,0.03727835928617621,0.0435,0.03838200140288764,0.042435887253921535,0.0324592610705502,0.020073245265212585,0.030301989659719065
0.03659736490584198,0.053087688121027314,0.04225711111748324,0.05518153819094211,0.03260361248350529,0.03921381922337348,0.03838200140288764,0.0757,0.0547208338098169,0.03573761070627148,0.021601908672527686,0.03298361287021322
0.03991583014825821,0.06148043266142816,0.04588679481999943,0.06154306223619077,0.036321904978909525,0.0423806644557459,0.042435887253921535,0.0547208338098169,0.0709,0.038258717630905215,0.023493315719945493,0.03496769677662162
0.02574186055349029,0.036896200478911914,0.0352823220032934,0.045878920138107376,0.027168825225760643,0.03307175696865102,0.0324592610705502,0.03573761070627148,0.038258717630905215,0.0788,0.03558378102903471,0.05674124294802228
0.027611174246086456,0.023006866015070297,0.037682219856470384,0.028696493477273155,0.016959266826860494,0.04096003376432304,0.020073245265212585,0.021601908672527686,0.023493315719945493,0.03558378102903471,0.0532,0.03276362258179204
0.024568284702555766,0.03489745009016506,0.03355401175980412,0.043372943678103924,0.02563936993236322,0.031208959063520954,0.030301989659719065,0.03298361287021322,0.03496769677662162,0.05674124294802228,0.03276362258179204,0.0601
